#-----------------------------------------------------------------------------
# Date d'extraction : 23/09/2025 - 14h25 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : MAX
#-----------------------------------------------------------------------------
# Niveaux de réchauffement :
#     REF : Référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTMm_yr : Température moyenne annuelle (°C)
#     NORTMm_seas_JJA : Température moyenne en été (°C)
#     NORTMm_seas_DJF : Température moyenne en hiver (°C)
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX35D_yr : Nombre de jours avec Tx >= 35°C (jour(s))
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORTR_yr : Nombre de nuits tropicales (jour(s))
#     NORRR_yr : Cumul de précipitations annuelles (mm)
#     NORRR_seas_JJA : Cumul de précipitations en été (mm)
#     NORRR_seas_DJF : Cumul de précipitations en hiver (mm)
#     NORRRq99_yr : Cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien) (mm)
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORRRq99refD_yr : Fréquence des précipitations quotidienne remarquables (jour(s))
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Niveau;NORTMm_yr;NORTMm_seas_JJA;NORTMm_seas_DJF;NORTXm_seas_JJA;NORTX35D_yr;NORTX30D_yr;NORTR_yr;NORRR_yr;NORRR_seas_JJA;NORRR_seas_DJF;NORRRq99_yr;NORRx1d_yr;NORRRq99refD_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
3037;43.0175;-0.9454;REF;10.15;16.73;4.22;19.97;0.1;2.1;2.5;1948.87;335.19;577.34;52.67;87.07;3.8;0;33;
3038;43.0204;-0.8475;REF;10.17;16.74;4.24;20;0.1;2.1;2.7;1951.13;334.33;581.52;53.96;87.6;3.8;0;33;
3039;43.0233;-0.7497;REF;9.17;15.78;3.28;18.83;0;0.8;2.2;2093.14;357.97;625.85;56.39;101.32;3.7;1;26;
3040;43.0261;-0.6518;REF;10.36;17.31;4.11;21.37;0.2;4.1;1.8;1744.8;289.75;536.15;49.58;91.9;3.7;1;49;
3041;43.0288;-0.5539;REF;9.08;16.04;2.87;19.92;0.1;1.6;1.1;1904.73;321.03;588.37;53.45;107.48;3.7;1;42;
3042;43.0313;-0.456;REF;9.13;16.1;2.91;19.96;0.1;1.8;1.1;1883.96;312.29;584.56;51.83;95.09;3.7;1;46;
3043;43.0339;-0.3581;REF;7.93;14.9;1.8;18.5;0;0.5;0.8;2038.56;337.55;627.49;55.11;105.92;3.7;0;38;
3175;43.0731;-1.4392;REF;10.96;17.46;5.04;21;0.3;3.8;2.8;1844.55;315.48;543.39;50.06;87.94;3.8;0;43;
3177;43.0799;-1.2434;REF;10.38;16.93;4.45;20.27;0.2;2.4;2.6;1925.55;331.21;569.89;52.06;89.61;3.7;1;32;
3178;43.0831;-1.1454;REF;11.14;17.63;5.22;21.22;0.3;4.3;2.9;1820.99;313.85;538.91;49.42;88.02;3.8;1;45;
3179;43.0862;-1.0475;REF;9.66;16.25;3.74;19.39;0.1;1.4;2.3;2020.14;345.83;596.73;55.05;99.58;3.7;1;31;
3180;43.0893;-0.9495;REF;11.13;17.62;5.21;21.2;0.3;4.3;3;1817.14;312.02;535.96;50.59;81.78;3.8;1;42;
3181;43.0922;-0.8515;REF;12.18;18.41;6.36;22.3;0.7;7.4;3.2;1633.11;287.67;471.27;42.08;73.14;3.7;1;48;
3182;43.0951;-0.7535;REF;11.93;18.18;6.13;21.91;0.5;6.5;3.2;1673.79;292.7;485.72;43.68;74.98;3.8;1;45;
3183;43.0979;-0.6555;REF;11.61;18.26;5.51;22.13;0.5;6.5;2.7;1437.06;288.76;378.84;36.94;67.34;3.7;1;43;
3184;43.1006;-0.5575;REF;11.32;18.3;5.03;22.38;0.4;6.2;3;1671.69;283.47;511.16;46.23;100.66;3.7;1;48;
3185;43.1032;-0.4595;REF;11.11;17.69;5.1;21.35;0.4;5;2.8;1505.76;303.78;397.99;39.84;74.99;3.7;1;37;
3186;43.1057;-0.3615;REF;11.42;18.04;5.35;21.84;0.5;6;2.8;1469.9;296.17;387.94;38.7;73.71;3.7;1;47;
3187;43.1081;-0.2634;REF;11.79;18.46;5.65;22.44;0.6;7.3;3;1416.21;284.32;376.44;37.31;66.93;3.8;1;46;
3319;43.1483;-1.3459;REF;11.76;18.2;5.81;22.03;0.5;6.7;3;1736.79;298.03;509.93;47.56;87.88;3.7;1;42;
3320;43.1517;-1.2479;REF;12.75;19.14;6.75;23.44;1.2;10.7;3.4;1600.57;271.21;467.56;44.66;80.01;3.7;1;70;
3321;43.1549;-1.1498;REF;12.14;18.38;6.33;22.25;0.7;7.5;3.5;1656.57;287.16;473.87;42.66;80.27;3.7;1;42;
3322;43.158;-1.0517;REF;11.33;17.8;5.41;21.47;0.3;5.3;3;1796.44;305.62;528.1;50.02;81.2;3.7;1;36;
3323;43.1611;-0.9536;REF;12.16;18.4;6.34;22.29;0.7;7.3;3.4;1632.21;285.82;471.85;41.21;68.47;3.7;1;51;
3324;43.164;-0.8555;REF;12.28;18.51;6.46;22.47;0.8;8;3.4;1615.71;284.92;466.71;41.71;72.65;3.7;1;51;
3325;43.1669;-0.7574;REF;12.38;18.61;6.55;22.62;0.8;8.4;3.5;1606.89;280.61;467.22;42.01;72.89;3.7;1;48;
3326;43.1697;-0.6593;REF;12.61;19.38;6.32;23.74;1.3;11.8;3.4;1329.07;266.8;353.31;34.79;65.22;3.7;1;55;
3327;43.1724;-0.5611;REF;12.56;19.32;6.28;23.68;1.3;11.6;3.2;1334.01;267.7;354.93;34.92;65.35;3.7;1;53;
3328;43.175;-0.463;REF;12.33;19.07;6.09;23.33;1.1;10.4;2.9;1346.49;270.48;358.89;34.36;59.87;3.8;1;57;
3329;43.1775;-0.3648;REF;12.32;19.06;6.08;23.3;1.1;10.1;2.9;1348.96;270.81;358.33;35.01;60.55;3.7;1;60;
3330;43.1799;-0.2667;REF;12.59;19.37;6.31;23.72;1.3;12;3.5;1320.25;263.7;350.78;34.51;59.68;3.7;1;48;
3331;43.1823;-0.1685;REF;12.2;18.91;5.99;23.1;1;9.7;2.8;1362.76;274.11;363.77;35.43;62.04;3.8;1;40;
3332;43.1845;-0.0703;REF;11.68;18.54;5.36;22.14;0.5;6.8;5.8;1085.76;221.71;286.59;31.24;58.49;3.7;2;63;
3462;43.2201;-1.3505;REF;12.1;18.52;6.14;22.52;0.6;7.7;3;1682.72;288.62;496.73;46.18;78.67;3.7;1;46;
3463;43.2235;-1.2523;REF;12.84;19.22;6.84;23.52;1.2;10.9;3.5;1572.38;269.72;463.91;43.2;71.35;3.7;1;60;
3464;43.2267;-1.1541;REF;12.57;18.78;6.71;22.89;0.9;9.3;3.2;1579.68;276.49;457.3;41.74;70.22;3.8;1;54;
3465;43.2298;-1.0559;REF;12.89;19.13;7.01;23.26;1;10;4.2;1544.9;268.67;447.38;40.79;68.92;3.7;1;60;
3466;43.2329;-0.9577;REF;12.88;19.12;7.01;23.26;1;10.1;4;1538.6;267.31;445.34;38.93;65.43;3.7;1;66;
3467;43.2359;-0.8595;REF;13.02;19.26;7.12;23.42;1.1;10.6;4.4;1524.94;264.88;441.26;38.57;64.98;3.7;1;59;
3468;43.2387;-0.7613;REF;12.96;19.21;7.07;23.35;1;10.2;4.2;1529.63;266.82;442.49;38.98;64.32;3.8;1;53;
3469;43.2415;-0.663;REF;13.08;19.91;6.72;24.31;1.4;13.6;4.6;1278.27;256.18;340.74;32.87;58.68;3.7;1;47;
3470;43.2442;-0.5647;REF;12.69;19.47;6.39;23.84;1.3;12.1;3.4;1309.22;262.55;348.18;33.64;59.63;3.7;1;52;
3471;43.2468;-0.4665;REF;12.81;19.6;6.49;23.98;1.3;12.6;3.8;1296.24;261.31;344.43;33.38;57.37;3.7;1;56;
3472;43.2494;-0.3682;REF;12.76;19.56;6.45;23.93;1.3;12.6;3.9;1307.53;261.99;347.74;34.14;58.89;3.7;1;49;
3473;43.2518;-0.2699;REF;12.83;19.63;6.51;24.01;1.3;12.6;4.2;1302.28;259.78;346.53;34;58.72;3.7;1;50;
3474;43.2541;-0.1716;REF;12.32;19.06;6.09;23.31;1.1;10.2;3;1348.51;270.37;360.5;34.85;59.95;3.8;1;43;
3475;43.2564;-0.0733;REF;11.8;18.7;5.42;22.42;0.6;7.4;5.5;1066.82;218.23;282.15;31.29;56.29;3.8;1;58;
3604;43.2885;-1.4534;REF;12.22;18.44;6.4;22.36;0.7;7.6;3.1;1625.35;285.94;469.18;42.2;68.06;3.7;1;33;
3605;43.2919;-1.3551;REF;12.75;18.98;6.89;23.11;0.8;9.6;3.5;1557.23;271.94;447.32;39.96;72.31;3.7;1;51;
3606;43.2953;-1.2568;REF;12.51;18.72;6.66;22.81;0.8;8.9;3.4;1583.36;275.61;454.55;40.52;68.79;3.7;1;61;
3607;43.2985;-1.1585;REF;13.22;19.48;7.3;23.66;1.1;11;4.8;1495.79;262.21;430.41;37.88;62.12;3.8;1;63;
3608;43.3017;-1.0602;REF;13.56;19.85;7.61;24.08;1.3;11.9;6.4;1459.36;255.8;420.59;36.96;61.07;3.7;1;61;
3609;43.3047;-0.9618;REF;13.54;19.83;7.6;24.05;1.2;12;6.2;1457.41;255.17;420.44;37.34;64.74;3.7;1;65;
3610;43.3077;-0.8635;REF;13.46;19.74;7.52;23.95;1.2;11.5;5.8;1462.59;259.29;423.51;37.35;66.42;3.7;1;53;
3611;43.3106;-0.7651;REF;13.45;20.33;7.04;24.79;1.6;15.7;6.2;1243.66;251.77;331.68;32.49;58.97;3.7;1;50;
3612;43.3134;-0.6668;REF;13.03;19.85;6.68;24.26;1.4;13.5;4.4;1282.47;256.97;341.65;32.94;58.8;3.7;1;57;
3613;43.3161;-0.5684;REF;13.29;20.15;6.91;24.59;1.5;14.6;5.4;1256.14;252.62;334.87;32.38;56.14;3.7;1;55;
3614;43.3187;-0.47;REF;13.29;20.15;6.91;24.59;1.5;14.6;5.4;1256.14;253.06;334.87;32.38;56.14;3.7;1;48;
3615;43.3212;-0.3716;REF;13.13;19.97;6.77;24.39;1.4;13.8;5.2;1271.46;255.72;339.83;33.11;57.03;3.7;1;59;
3616;43.3236;-0.2732;REF;12.69;19.48;6.4;23.85;1.3;12.2;3.5;1307.15;262.16;347.26;34.01;58.11;3.7;1;46;
3617;43.326;-0.1748;REF;12.15;18.88;5.86;22.72;0.9;8.5;5.1;1124.39;218.51;305.72;30.32;50.89;3.7;1;54;
3618;43.3282;-0.0764;REF;11.99;18.97;5.53;22.88;0.9;8.9;5.2;1045.13;213.28;276.65;29.44;49.91;3.8;1;59;
3744;43.3495;-1.7534;REF;13.96;19.61;8.52;22.68;0.4;6.2;9.6;1432.04;268.35;391.41;40.62;77.42;3.8;1;48;
3745;43.3532;-1.655;REF;13.9;19.55;8.46;22.61;0.4;6.2;9.4;1427.69;267.22;392.47;40.76;72.29;3.7;1;47;
3746;43.3568;-1.5566;REF;13.96;19.61;8.51;22.68;0.4;6.3;9.7;1422.02;266.22;391.14;40.27;72.11;3.7;1;67;
3747;43.3603;-1.4582;REF;13.86;20.17;7.88;24.44;1.3;13;7.6;1436.81;252.65;415.71;37.64;61.21;3.7;1;67;
3748;43.3637;-1.3598;REF;13.32;19.59;7.4;23.79;1.1;11.2;4.9;1485.4;261.4;431.01;38.53;62.26;3.7;1;67;
3749;43.3671;-1.2613;REF;13.52;19.81;7.58;24.03;1.2;11.8;5.9;1464.3;257.69;424.59;38.04;61.69;3.8;1;70;
3750;43.3703;-1.1629;REF;13.49;19.78;7.56;24;1.2;11.6;5.9;1464.79;257.94;423.72;37.59;63.78;3.8;1;65;
3751;43.3735;-1.0644;REF;13.9;20.22;7.92;24.49;1.4;13.2;7.6;1422.27;250.46;411.8;36.56;62.64;3.7;1;59;
3752;43.3765;-0.966;REF;13.37;19.92;7.18;24.43;1.5;13.7;5.5;1312.96;231.59;377.3;35.3;61.61;3.7;1;51;
3753;43.3795;-0.8675;REF;13.16;19.67;7.01;24.1;1.4;12.8;4.9;1330.88;237.97;383.88;35.67;63.53;3.7;1;58;
3754;43.3824;-0.769;REF;13.43;20.3;7.03;24.77;1.6;15.5;5.9;1245.41;252.09;332.24;32.53;59.01;3.8;1;60;
3755;43.3852;-0.6705;REF;13.55;20.43;7.13;24.91;1.7;16.1;6.5;1234.82;249.48;329.6;31.73;51.57;3.8;1;63;
3756;43.3879;-0.572;REF;13.65;20.55;7.22;25.05;1.7;16.5;6.8;1228.64;249.83;327.17;31.66;53.09;3.7;1;53;
3757;43.3905;-0.4735;REF;13.03;19.94;6.52;24.25;1.4;12.8;5.3;1054.76;208.13;284.1;28.95;50.56;3.8;1;65;
3758;43.393;-0.375;REF;12.83;19.69;6.36;23.9;1.3;11.7;5.1;1074.23;210.21;289.66;29.59;51.25;3.8;1;60;
3759;43.3955;-0.2765;REF;12.54;19.35;6.14;23.44;1.1;10.7;5.1;1092.36;213.35;296.8;29.05;50.58;3.8;1;62;
3760;43.3978;-0.1779;REF;12.36;19.13;6;23.16;1.1;9.8;4.8;1102.84;213.81;299.65;29.77;50.37;3.7;1;51;
3761;43.4001;-0.0794;REF;12.42;19.2;6.05;23.25;1.1;10;4.9;1099.43;213.36;300.29;29.75;49.34;3.8;1;51;
3889;43.4286;-1.5615;REF;14.24;19.91;8.78;23.03;0.6;7.2;11.6;1402.86;266.87;380.91;40.08;75.34;3.7;1;50;
3890;43.4321;-1.4629;REF;14.22;19.88;8.76;23;0.5;6.9;11.5;1400.62;263.01;381.59;40.13;72.36;3.7;1;62;
3891;43.4356;-1.3644;REF;13.51;20.07;7.3;24.65;1.7;14.4;5.8;1298.15;232.46;374.53;35.48;67.38;3.7;1;71;
3892;43.4389;-1.2658;REF;13.56;20.12;7.33;24.73;1.7;14.8;6;1293.17;229.67;373.2;35.38;67.24;3.7;1;95;
3893;43.4421;-1.1673;REF;13.47;20.03;7.27;24.58;1.5;14.6;5.8;1302.64;230.45;374.99;35.2;60.12;3.8;1;76;
3894;43.4453;-1.0687;REF;13.52;20.09;7.31;24.67;1.8;14.7;6;1299.79;233.4;371.45;34.98;63.23;3.7;1;60;
3895;43.4484;-0.9701;REF;13.51;20.07;7.3;24.65;1.8;14.6;5.9;1301.07;233.61;371.87;35.01;63.27;3.8;1;62;
3896;43.4514;-0.8715;REF;13.19;19.71;7.04;24.15;1.5;12.9;5.2;1329.59;243.75;381.08;35.87;66.58;3.7;1;64;
3897;43.4542;-0.7729;REF;13.33;19.88;7.15;24.39;1.5;13.8;5.6;1318.4;239.71;378.65;35.31;61.87;3.8;1;62;
3898;43.457;-0.6743;REF;13.41;20.4;6.81;24.89;1.5;15.3;5.9;1029.45;206.09;278.57;28.08;53.88;3.8;1;80;
3899;43.4597;-0.5757;REF;13.2;20.15;6.65;24.55;1.4;13.8;5.7;1048.17;207.74;280.98;28.28;52.45;3.8;1;71;
3900;43.4624;-0.477;REF;13.17;20.11;6.62;24.48;1.4;13.5;5.6;1043.54;206.13;280.63;28.73;50.22;3.8;1;64;
3901;43.4649;-0.3784;REF;12.9;19.78;6.42;24.02;1.3;12.2;5.1;1068.5;209.16;288.1;29.55;51.07;3.8;1;64;
3902;43.4673;-0.2797;REF;12.76;19.61;6.31;23.79;1.2;11.7;5.1;1075.48;210.02;291.89;28.63;50.15;3.7;1;68;
3903;43.4697;-0.1811;REF;12.75;19.6;6.3;23.78;1.2;11.7;5.1;1076.43;210.2;292.09;28.66;50.18;3.7;1;62;
3904;43.4719;-0.0824;REF;12.69;19.53;6.26;23.68;1.2;11.2;5;1077.66;210.99;293.88;28.95;47.06;3.7;1;59;
4033;43.5039;-1.4677;REF;14.39;20.07;8.91;23.21;0.6;7.7;12.6;1384.26;260.05;378.24;39.65;72.8;3.7;1;57;
4036;43.514;-1.1717;REF;13.76;20.36;7.5;25.05;1.8;16.2;6.6;1273.26;228.11;363.16;34;62.14;3.7;1;74;
4038;43.5202;-0.9743;REF;13.51;20.25;7.02;24.77;0.9;14.6;7.6;1256.75;227.38;358.48;33.61;61.27;3.8;1;59;
4039;43.5232;-0.8756;REF;13.44;19.99;7.24;24.54;1.6;14.3;5.6;1304.95;240.9;373.13;34.67;63.68;3.7;1;62;
4040;43.5261;-0.7768;REF;13.27;19.8;7.11;24.28;1.4;13.4;5.4;1325.7;240.85;380.57;35.46;62.07;3.7;1;58;
4041;43.5289;-0.6781;REF;13.48;20.49;6.87;25;1.5;15.9;6.3;1024.07;205.13;276.97;27.97;53.72;3.8;1;77;
4042;43.5316;-0.5793;REF;13.37;20.36;6.79;24.83;1.4;15.1;6.1;1034.88;205.25;277.43;27.93;52.04;3.8;1;71;
4043;43.5342;-0.4806;REF;13.27;20.24;6.71;24.66;1.4;14.3;5.8;1044.33;209.02;280.79;28.02;53;3.7;1;75;
4044;43.5367;-0.3818;REF;13.07;19.99;6.55;24.31;1.3;13;5.3;1060.88;212.05;284.72;28.44;53.65;3.7;1;68;
4045;43.5392;-0.283;REF;12.97;19.87;6.48;24.15;1.3;12.5;5.2;1062.29;210.88;286.96;28.83;48.89;3.7;1;62;
4046;43.5415;-0.1843;REF;13.04;19.95;6.54;24.26;1.4;13;5.4;1051.72;206.46;286.09;28.19;45.97;3.7;1;56;
4047;43.5438;-0.0855;REF;12.98;19.88;6.5;24.17;1.3;12.6;5.5;1055.82;207.28;287.05;28.26;46.1;3.7;1;58;
