#-----------------------------------------------------------------------------
# Date d'extraction : 31/10/2025 - 15h55 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
#-----------------------------------------------------------------------------
# Niveaux de réchauffement :
#     REF : Référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTMm_yr : Température moyenne annuelle (°C)
#     NORTMm_seas_JJA : Température moyenne en été (°C)
#     NORTMm_seas_DJF : Température moyenne en hiver (°C)
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX35D_yr : Nombre de jours avec Tx >= 35°C (jour(s))
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORTR_yr : Nombre de nuits tropicales (jour(s))
#     NORRR_yr : Cumul de précipitations annuelles (mm)
#     NORRR_seas_JJA : Cumul de précipitations en été (mm)
#     NORRR_seas_DJF : Cumul de précipitations en hiver (mm)
#     NORRRq99_yr : Cumul de précipitations quotidiennes remarquables (percentile 99 du cumul  quotidien) (mm)
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORRRq99refD_yr : Fréquence des précipitations quotidienne remarquables (jour(s))
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
Point;Latitude;Longitude;Niveau;NORTMm_yr;NORTMm_seas_JJA;NORTMm_seas_DJF;NORTXm_seas_JJA;NORTX35D_yr;NORTX30D_yr;NORTR_yr;NORRR_yr;NORRR_seas_JJA;NORRR_seas_DJF;NORRRq99_yr;NORRx1d_yr;NORRRq99refD_yr;NORIFM40_yr;NORSWI04_yr;
4185;43.6034;-0.583;REF;13.32;20.37;6.5;25.18;1.5;15.8;5.3;1010.01;187.66;276.64;27.04;41.62;3.7;0;62;
4186;43.6061;-0.4841;REF;13.11;20.11;6.33;24.82;1.3;14;4.9;1027.6;191.6;280.31;27.51;42.9;3.6;0;65;
4187;43.6086;-0.3852;REF;13.12;20.12;6.34;24.83;1.3;14.3;4.8;1026.14;191.51;280.17;27.44;42.89;3.6;0;64;
4188;43.6111;-0.2863;REF;12.96;19.92;6.22;24.56;1.2;13.2;4.8;1037.36;193.06;284.91;27.84;42.86;3.7;0;55;
4320;43.651;-1.3784;REF;13.71;19.97;7.5;23.89;0.5;8.7;7.6;1154.96;203.94;327.98;30.9;47.32;3.7;0;59;
4321;43.6544;-1.2795;REF;13.64;20.38;6.95;25.01;0.9;14.9;7.1;1213.36;212.16;344.87;32.04;48.01;3.7;0;48;
4322;43.6576;-1.1805;REF;13.67;20.43;6.98;25.08;0.9;15.2;7.2;1210.15;211.55;343.8;31.96;47.74;3.7;0;62;
4323;43.6608;-1.0816;REF;13.65;20.4;6.96;25.05;0.9;14.8;7.1;1212.38;212.59;344.1;32.15;48.82;3.7;0;64;
4324;43.6639;-0.9826;REF;13.61;20.35;6.93;24.98;0.8;14.6;7;1215.83;214.86;344.71;31.81;48.71;3.6;0;52;
4325;43.6669;-0.8837;REF;13.57;20.3;6.91;24.91;0.8;14.4;7;1219.25;215.46;345.8;31.86;48.79;3.7;0;53;
4326;43.6698;-0.7847;REF;13.45;20.15;6.82;24.67;0.7;13.7;6.8;1230.93;216.02;346.14;32.3;49.12;3.6;0;47;
4327;43.6726;-0.6857;REF;13.41;20.48;6.56;25.32;1.5;16.7;5.4;1002.95;186.5;272.91;26.96;41.59;3.7;0;73;
4328;43.6753;-0.5867;REF;13.32;20.37;6.5;25.18;1.5;15.8;5.3;1009.98;187.66;276.63;27.04;41.62;3.7;0;59;
4329;43.6779;-0.4877;REF;13.32;20.37;6.5;25.18;1.4;15.8;5.3;1010.64;188.58;275.91;27.09;42.44;3.7;0;67;
4330;43.6805;-0.3887;REF;13.15;20.16;6.37;24.88;1.4;14.3;5.1;1022.58;190.31;279.78;27.46;43.44;3.7;0;57;
4331;43.6829;-0.2896;REF;13.1;20.09;6.33;24.79;1.3;14.1;5;1026.8;191.08;280.95;27.56;43.57;3.6;0;58;
4463;43.7228;-1.3831;REF;13.69;19.95;7.49;23.87;0.5;8.8;7.5;1157.4;202.39;328.49;30.86;46.8;3.7;0;53;
4464;43.7262;-1.284;REF;13.56;19.79;7.38;23.63;0.4;8.1;7.3;1167.11;203.5;329.72;31.33;47.92;3.7;0;38;
4465;43.7295;-1.185;REF;13.54;20.26;6.88;24.83;0.8;14.1;7.1;1223.4;214.59;345.82;32.17;48.18;3.6;0;37;
4466;43.7326;-1.0859;REF;13.66;20.42;6.97;25.07;0.9;15;7.2;1210.24;212.38;342.14;31.83;47.77;3.6;0;51;
4467;43.7357;-0.9868;REF;13.71;20.48;7;25.17;0.9;15.4;7.2;1206.37;212.06;340;31.57;48.87;3.6;0;52;
4468;43.7387;-0.8877;REF;13.22;20.56;6.11;25.74;1.6;19.5;5.6;983.74;189.03;269.37;26.45;43.57;3.7;1;77;
4469;43.7416;-0.7886;REF;13.16;20.49;6.07;25.63;1.6;18.9;5.6;987.34;189.17;269.15;26.48;43.46;3.7;0;68;
4470;43.7444;-0.6895;REF;13.16;20.48;6.07;25.62;1.6;18.7;5.6;986.02;188.95;267.56;26.58;41.92;3.7;1;66;
4471;43.7472;-0.5904;REF;13.11;20.42;6.04;25.53;1.5;18.2;5.5;989.28;189.67;269.1;26.66;42.04;3.6;1;65;
4472;43.7498;-0.4912;REF;13;20.28;5.96;25.3;1.4;17.1;5.5;1000.85;192.31;271.46;26.85;42.45;3.7;0;61;
4473;43.7523;-0.3921;REF;12.92;20.18;5.9;25.14;1.4;16.4;5.4;1004.05;193.5;274.62;27.02;41.87;3.7;0;57;
4474;43.7548;-0.293;REF;12.96;20.22;5.92;25.21;1.4;16.7;5.5;1001.91;192.76;273.91;27.01;41.78;3.7;0;64;
4606;43.7947;-1.3878;REF;13.74;20;7.52;23.94;0.5;8.9;7.7;1155.71;201.69;327.66;30.78;46.91;3.7;0;54;
4607;43.798;-1.2886;REF;13.65;19.9;7.46;23.8;0.5;8.6;7.3;1162.97;203.5;329.65;30.99;47.13;3.6;0;41;
4608;43.8013;-1.1894;REF;12.94;19.9;6.15;25.03;1.2;16.1;4.6;1124.9;193.87;326.84;29.66;48.12;3.6;0;44;
4609;43.8045;-1.0902;REF;12.85;19.79;6.08;24.86;1.2;15.1;4.4;1129.22;194.62;330.03;30.06;46.51;3.6;0;42;
4610;43.8076;-0.991;REF;12.91;19.86;6.13;24.99;1.2;15.8;4.6;1123.2;193.55;329.01;29.84;47.41;3.7;0;42;
4611;43.8106;-0.8918;REF;13.29;20.66;6.16;25.91;1.8;20.6;5.6;976.32;187.88;266.23;26.16;42.7;3.6;1;70;
4612;43.8135;-0.7926;REF;13.24;20.59;6.12;25.79;1.7;19.8;5.5;980.88;188.65;267.56;26.28;42.86;3.6;1;70;
4613;43.8163;-0.6933;REF;13.09;20.4;6.02;25.49;1.5;18.1;5.4;993.47;191.13;269.71;26.28;42.75;3.7;1;66;
4614;43.819;-0.5941;REF;13.05;20.36;6;25.42;1.5;17.6;5.5;995.59;192.04;271.44;26.69;42.59;3.6;0;65;
4615;43.8217;-0.4948;REF;13.04;20.34;5.99;25.39;1.5;17.5;5.5;996.43;192.22;271.69;26.71;42.62;3.6;0;67;
4616;43.8242;-0.3956;REF;12.96;20.22;5.92;25.21;1.4;16.7;5.5;1001.93;192.96;273.9;26.96;41.78;3.7;0;66;
4617;43.8267;-0.2963;REF;12.97;20.37;5.88;25.51;2;18.5;5.1;857.94;173.23;230.05;23.38;37.34;3.6;0;85;
4750;43.8699;-1.2932;REF;13.65;19.89;7.45;23.79;0.5;8.6;7.3;1163.99;203.61;329.75;30.86;48.17;3.6;0;39;
4751;43.8731;-1.1939;REF;12.93;19.89;6.14;25.02;1.2;16;4.5;1125.39;194.06;326.97;29.65;47.39;3.7;0;43;
4752;43.8763;-1.0945;REF;12.8;19.73;6.05;24.77;1.1;14.9;4.5;1137.23;195.9;330.05;30.07;48.15;3.6;0;41;
4753;43.8794;-0.9952;REF;12.8;19.73;6.05;24.77;1.1;14.9;4.4;1133.07;195.37;332.97;30.08;48.17;3.7;0;39;
4754;43.8824;-0.8959;REF;12.9;19.86;6.12;24.97;1.2;15.8;4.5;1121.9;192.91;327.2;29.64;45.86;3.7;0;40;
4755;43.8853;-0.7965;REF;12.96;19.93;6.16;25.09;1.2;16.1;4.5;1117.71;191.91;325.56;29.53;45.68;3.6;0;46;
4756;43.8882;-0.6972;REF;13.19;20.53;6.09;25.69;1.7;19;5.5;982.15;188.71;267.19;26.11;41.73;3.7;1;70;
4757;43.8909;-0.5978;REF;13.11;20.44;6.04;25.55;1.5;18.2;5.5;990.92;191.04;269.98;26.56;42.42;3.6;1;62;
4758;43.8935;-0.4984;REF;13.09;20.4;6.02;25.49;1.5;17.9;5.5;993.03;191.52;270.66;26.61;42.5;3.7;1;66;
4759;43.8961;-0.399;REF;13.04;20.34;5.98;25.38;1.5;17.6;5.6;996.84;191.48;272.44;26.62;42.07;3.7;1;69;
4760;43.8985;-0.2996;REF;13.06;20.48;5.95;25.71;2.2;19.4;5;853.38;173.11;228.43;23.24;37.14;3.7;0;96;
4893;43.9417;-1.2978;REF;13.59;19.83;7.41;23.69;0.5;8.3;7.3;1166.2;205.01;331.51;30.94;47.68;3.7;0;60;
4894;43.945;-1.1983;REF;13.46;19.68;7.31;23.47;0.4;7.7;7.2;1178.29;205.86;335.06;31.45;48.68;3.6;0;47;
4895;43.9482;-1.0989;REF;12.79;19.72;6.04;24.76;1.1;14.9;4.3;1134.4;195.81;329.9;29.92;47.14;3.6;0;39;
4896;43.9513;-0.9994;REF;12.73;19.64;6;24.64;1.1;14.4;4.3;1140.05;196.95;331.59;30.14;47.33;3.7;0;42;
4897;43.9543;-0.9;REF;12.78;19.7;6.03;24.74;1.1;14.9;4.3;1133.31;196.01;330.28;29.98;46.22;3.7;0;39;
4898;43.9572;-0.8005;REF;12.86;19.79;6.09;24.89;1.2;15.4;4.4;1126.1;194.11;327.66;29.68;45.37;3.6;0;43;
4899;43.96;-0.701;REF;13.09;20.4;6.03;25.48;1.5;17.9;5.3;990.42;190.25;269.79;26.44;41.96;3.7;1;50;
4900;43.9628;-0.6015;REF;13.1;20.41;6.03;25.51;1.5;18.2;5.4;991.2;191.49;271.61;26.47;42.34;3.6;1;53;
4901;43.9654;-0.502;REF;12.69;20.14;5.56;25.71;2;20.1;3.4;920.03;185.52;252.42;24.39;39.82;3.6;1;69;
4902;43.968;-0.4025;REF;12.61;20.03;5.5;25.54;1.9;19;3.3;926.95;186.72;254.84;24.59;39.43;3.6;1;78;
4903;43.9704;-0.303;REF;12.49;19.88;5.41;25.31;1.8;17.9;3.2;937.1;188.96;256.9;24.8;40.13;3.7;1;79;
4904;43.9728;-0.2034;REF;12.92;20.29;5.84;25.39;1.9;18.1;5;863.94;175.89;231.02;23.53;37.02;3.7;0;96;
4905;43.9751;-0.1039;REF;12.82;20.15;5.77;25.16;1.7;17.1;5.4;871.49;176.64;233.31;23.69;37.82;3.6;0;83;
4906;43.9773;-0.0043;REF;12.71;20.02;5.7;24.93;1.7;16.1;5.6;880.57;178.46;235.71;24.03;38.24;3.6;1;85;
5036;44.0136;-1.3024;REF;13.62;19.86;7.43;23.73;0.4;8.2;7.4;1164.48;202.39;329.69;31.09;47.75;3.6;0;64;
5037;44.0168;-1.2028;REF;13.57;19.8;7.39;23.65;0.4;8.1;7.3;1168.78;203.17;330.68;31.2;47.89;3.6;0;41;
5038;44.02;-1.1032;REF;12.86;19.8;6.09;24.87;1.2;15.3;4.5;1128.28;194.73;328.56;29.82;46.95;3.6;0;47;
5039;44.0231;-1.0037;REF;12.78;19.7;6.03;24.72;1.1;14.9;4.4;1135.58;196.08;330.43;30.02;47.19;3.6;0;37;
5040;44.0261;-0.9041;REF;12.81;19.73;6.06;24.78;1.2;15.1;4.4;1132.02;195.32;330.56;30.12;46.95;3.6;0;36;
5041;44.0291;-0.8045;REF;12.63;19.71;5.83;25.02;1.8;17.5;2.9;1044.91;191.3;295.5;27.96;45.2;3.7;0;46;
5042;44.0319;-0.7049;REF;12.58;19.99;5.49;25.47;1.9;18.7;3.2;927.96;187.41;254.55;24.65;39.29;3.6;1;64;
5043;44.0346;-0.6052;REF;12.59;20.01;5.5;25.51;1.9;19;3.2;928.89;187.13;254.31;24.76;40.84;3.7;1;62;
5044;44.0373;-0.5056;REF;12.58;19.99;5.48;25.47;1.9;18.8;3.2;930.21;186.69;255.11;24.68;40.1;3.6;1;69;
5045;44.0398;-0.406;REF;12.61;20.04;5.51;25.56;1.9;19.1;3.3;926.4;187.35;254.76;24.58;39.42;3.6;1;61;
5046;44.0423;-0.3063;REF;12.58;20;5.48;25.49;1.9;18.7;3.3;929.6;187.5;255.52;24.6;39.9;3.6;1;69;
5047;44.0447;-0.2066;REF;12.87;20.22;5.81;25.28;1.9;17.6;5.2;868.95;175.79;231.94;23.65;38.44;3.7;0;68;
5048;44.047;-0.107;REF;12.77;20.08;5.74;25.05;1.7;16.5;5.3;876.04;177.42;235.07;23.83;38.66;3.6;1;65;
5049;44.0491;-0.0073;REF;12.73;20.04;5.71;24.97;1.7;16.3;5.4;877.51;177.41;235.04;23.92;38.27;3.6;1;65;
5179;44.0854;-1.307;REF;13.59;19.97;7.29;23.79;0.6;8.4;6.4;867.78;156.81;246.62;23.87;39.83;3.6;0;105;
5180;44.0887;-1.2073;REF;13.49;19.87;7.21;23.65;0.6;8.1;6.1;873.76;158.07;248.16;24.08;40.02;3.7;0;77;
5181;44.0919;-1.1076;REF;12.8;19.92;5.97;25.31;2;18.2;3.2;1031.23;187.85;291.5;27.65;46.04;3.6;0;54;
5182;44.095;-1.0079;REF;12.66;19.75;5.86;25.07;1.8;17.2;3;1042.29;191.1;295.09;28.01;45.38;3.7;0;51;
5183;44.098;-0.9082;REF;12.62;19.69;5.82;24.98;1.8;17.1;3;1045.73;191.81;295.97;28.11;46.02;3.7;0;60;
5184;44.1009;-0.8085;REF;12.61;19.68;5.81;24.98;1.8;17.4;2.9;1044.4;192.36;296.34;28.07;45.45;3.7;1;49;
5185;44.1038;-0.7087;REF;12.56;19.63;5.78;24.9;1.8;16.9;2.9;1048.14;192.24;296.99;28.1;45.38;3.7;0;46;
5186;44.1065;-0.609;REF;12.57;19.98;5.48;25.45;1.9;18.6;3.2;931.03;187.52;254.82;24.83;40.91;3.7;1;62;
5187;44.1092;-0.5092;REF;12.54;19.94;5.45;25.4;1.9;18.2;3.2;933.21;188.42;255.92;24.95;40.19;3.7;1;73;
5188;44.1117;-0.4094;REF;12.49;19.88;5.42;25.3;1.8;17.8;3.2;937;188.01;256.93;25.04;40.32;3.6;1;66;
5189;44.1142;-0.3097;REF;12.5;19.89;5.42;25.31;1.8;17.9;3.1;936.39;189.25;256.48;24.75;39.9;3.6;1;54;
5190;44.1166;-0.2099;REF;12.45;19.84;5.39;25.24;1.8;17.7;3.1;937.94;191.95;257.59;24.93;40.6;3.7;1;54;
5191;44.1188;-0.1101;REF;12.74;20.04;5.72;24.98;1.7;16.5;5.5;877.47;179.84;234.33;23.92;38.51;3.6;0;60;
5192;44.121;-0.0103;REF;12.71;20.02;5.7;24.94;1.7;16;5.5;878.14;177.63;235.52;23.9;38.31;3.6;0;60;
5193;44.1231;0.0895;REF;12.43;19.89;5.31;25.04;1.4;15.3;4.1;802.72;177.34;204.01;22.04;36.23;3.6;1;76;
5323;44.1606;-1.2118;REF;13.44;19.81;7.16;23.58;0.6;7.9;5.9;873.16;159.3;246.36;24.1;39.48;3.6;1;65;
5324;44.1638;-1.112;REF;12.8;19.92;5.97;25.32;2;18.2;3.3;1030.21;188.75;291.52;27.5;45.96;3.7;0;48;
5325;44.1669;-1.0122;REF;12.71;19.8;5.89;25.14;1.9;17.6;3.2;1038;191.86;294.61;27.88;45.52;3.7;0;47;
5326;44.1699;-0.9123;REF;12.62;19.69;5.82;24.98;1.8;17;3;1045.75;191.88;295.97;28.08;45.51;3.7;0;46;
5327;44.1728;-0.8125;REF;12.64;19.72;5.84;25.03;1.8;17.3;3;1041.88;191.76;295.64;28.09;44.97;3.7;1;50;
5328;44.1756;-0.7126;REF;12.6;19.67;5.8;24.96;1.8;17.1;3;1046.9;192.67;297.53;28.19;45.32;3.6;1;42;
5329;44.1784;-0.6127;REF;12.51;19.9;5.43;25.33;1.8;18.2;3;934.56;189.04;256.6;24.98;39.89;3.6;1;52;
5330;44.181;-0.5128;REF;12.46;19.84;5.4;25.24;1.9;17.6;3.1;939.16;189.69;257.35;25.03;39.77;3.6;1;58;
5331;44.1836;-0.4129;REF;12.44;19.82;5.38;25.21;1.8;17.5;3.1;940.04;188.83;257.77;25.03;39.8;3.6;1;69;
5332;44.1861;-0.313;REF;12.39;19.76;5.35;25.11;1.7;17.1;3.1;943.98;189.25;258.61;25.26;40.68;3.7;1;65;
5333;44.1885;-0.2131;REF;12.34;19.69;5.31;25.01;1.7;16.8;3.1;947.21;193.77;260.08;25.14;40.61;3.6;1;49;
5466;44.2324;-1.2163;REF;13.56;19.95;7.26;23.76;0.6;8.3;6.3;865.86;158.54;244.24;23.88;39.5;3.6;1;86;
5467;44.2356;-1.1164;REF;12.9;20.05;6.05;25.5;2.2;19.1;3.6;1021.86;187.65;289.06;27.39;45.28;3.7;0;54;
5468;44.2387;-1.0164;REF;12.77;19.87;5.94;25.25;2;18;3.3;1033.1;190.97;293.28;27.72;44.52;3.7;0;46;
5469;44.2418;-0.9164;REF;12.68;19.77;5.87;25.1;1.9;17.4;3.1;1040.06;191.47;295.37;27.92;44.76;3.6;0;54;
5470;44.2447;-0.8165;REF;12.7;19.79;5.89;25.13;1.8;17.5;3.1;1036.72;191.38;294.7;28.05;44.82;3.7;0;54;
5471;44.2475;-0.7165;REF;12.64;19.72;5.84;25.03;1.9;17.3;3.1;1042.04;192.52;295.74;28.18;44.91;3.6;1;47;
5472;44.2503;-0.6165;REF;12.55;19.62;5.76;24.88;1.8;16.8;3;1049.48;193.83;297.61;28.46;45.4;3.7;1;42;
5473;44.2529;-0.5165;REF;12.57;19.98;5.48;25.45;1.9;18.6;3.2;930.47;187.97;254.45;24.76;39.4;3.6;1;56;
5474;44.2555;-0.4164;REF;12.5;19.9;5.43;25.32;1.8;18;3.1;935.36;187.49;255.91;25.01;40.71;3.7;1;80;
5476;44.2603;-0.2164;REF;12.46;19.85;5.4;25.25;1.8;17.6;3;936.85;189.25;257.5;24.95;39.41;3.6;1;53;
5609;44.3043;-1.2209;REF;13.5;19.88;7.21;23.67;0.6;8.1;6.1;867.46;158.8;245.25;24.02;38.36;3.6;1;92;
5610;44.3075;-1.1208;REF;13.47;19.84;7.18;23.62;0.6;8;6;869.59;159.65;247.3;24.06;38.42;3.7;1;65;
5611;44.3106;-1.0207;REF;12.81;19.94;5.97;25.33;2.1;18.3;3.3;1028.88;190.56;291.74;27.48;44.95;3.7;0;52;
5612;44.3136;-0.9206;REF;12.73;19.84;5.91;25.19;1.9;17.7;3.2;1035.22;191.49;293.93;27.63;44.45;3.6;0;59;
5613;44.3166;-0.8205;REF;12.74;19.84;5.92;25.2;1.9;17.8;3.2;1035.49;191.33;293.73;27.62;45.04;3.7;0;61;
5614;44.3194;-0.7204;REF;12.75;19.85;5.92;25.22;2;17.9;3.2;1032.89;191.55;293.39;27.97;44.61;3.7;1;53;
5615;44.3222;-0.6202;REF;12.66;19.75;5.86;25.07;1.9;17.4;3.1;1041.95;192.73;295.17;28.18;44.94;3.7;1;46;
5616;44.3248;-0.5201;REF;12.62;19.7;5.82;25;1.8;17.1;3;1046.34;193.5;296.08;28.27;45.31;3.6;1;52;
5752;44.3761;-1.2254;REF;13.51;19.89;7.22;23.68;0.6;8.1;6.1;868.7;159.47;245.98;23.93;39.68;3.6;1;90;
5753;44.3793;-1.1252;REF;13.49;19.86;7.2;23.65;0.6;8.2;6;871.26;159.7;246.35;23.96;38.58;3.6;1;64;
5754;44.3825;-1.025;REF;12.82;19.94;5.98;25.35;2.1;18.4;3.3;1028.79;190.12;291.59;27.52;44.94;3.7;0;56;
5755;44.3855;-0.9248;REF;12.78;19.89;5.95;25.28;2;18.2;3.3;1031.71;190.7;292.72;27.53;44.07;3.6;0;70;
5756;44.3884;-0.8245;REF;12.79;19.91;5.96;25.3;2;18.2;3.3;1030.99;190.53;292.46;27.5;44.88;3.6;0;52;
5757;44.3913;-0.7243;REF;12.79;19.91;5.96;25.3;2;18.5;3.3;1028.34;189.33;291.35;27.78;44.43;3.7;1;52;
5758;44.394;-0.624;REF;12.71;19.81;5.9;25.17;1.9;17.8;3.2;1036.1;190.48;293.18;27.99;44.7;3.6;1;52;
5895;44.448;-1.23;REF;13.53;19.91;7.23;23.71;0.6;8.3;6.3;868.86;159.24;245.59;23.82;39.44;3.7;1;98;
5896;44.4512;-1.1296;REF;13.52;19.9;7.23;23.7;0.6;8.3;6.3;869.15;159.32;245.71;24.07;39.45;3.6;1;62;
5897;44.4543;-1.0293;REF;12.87;20;6.02;25.44;2.1;18.8;3.6;1025.17;188.22;290.88;27.58;44.77;3.7;1;61;
